text,sentiment
" concur with http://tr.im/kmVl, but people can`t wait. Don`t stop making VAS. When clouds become a commodity, do 'cross-cloud'",neutral
Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,neutral
taking in the local art,neutral
new photo   im hungry...getting off the computer now!,neutral
", I`d love it if you haven`t had any takers yet",neutral
one week till exam block,neutral
I need one more follower.,neutral
 hiii im on my ipod...i cant fall asleep,neutral
my birthday chicken  http://bit.ly/whbuv,neutral
 haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neutral
10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,neutral
"had a great time last night, but my eye is burning !!! it hurts bad",neutral
"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory",neutral
salt and vinegar,neutral
" Yeah it did, it explained everything",neutral
 waaa you too,neutral
I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,neutral
"making mashed potatoes, and vegies to go with `s t-bone steak for when he gets home",neutral
" lol, don`t rub it in",neutral
Surf`s up this week - starting this afternoon,neutral
", awe, me in work, no BBQ for moi this weekend",neutral
I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!,neutral
"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",neutral
" WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",neutral
 that`s dope!  stay out of trouble,neutral
" If I end up working in DC, GMU is on my 'short list' for Masters No. 2. Started Sys Eng program in the 90`s; never finished.",neutral
"Tati, I sent you an emal doll, did you get it?    ",neutral
" this is twistory... in the making. Yeah, I stole that one from you",neutral
 Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,neutral
ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,neutral
"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work",neutral
 tom is not with u!  hahahahahahhah he`s with my bff,neutral
" heh, thats the same theme I used on http://leetbix.net",neutral
1 more day!,neutral
" I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral
"_mcflyandjb in heaven, i`ll go everywhere",neutral
"  I may see the sun come up. All my bits are sore today - but life is still grand  Tomorrow is a new day! Sleep well, Friend!",neutral
 the washer se chingo  ha  ha!! I`m busting my grandma lucia waaaaay back in the early 90`s lol,neutral
" I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",neutral
 that was not Venessa that was me..,neutral
my grandpa was telling me how they used to cut up human bodies in med school,neutral
Any city person want to trade n live in the country? House comes w racoons n skunks livin under deck. *sigh*,neutral
Time for a clean up.,neutral
going to work nightshift....,neutral
Don`t 4 get to call your moms tomorrow...mothers day,neutral
 it was ok after all. a couple of things made us late and stuff but after we got there we had a lot of fun.,neutral
word to yer mother!!   \m/,neutral
 Re-direct that energy into creating men`s jewelry.    And frequent walks too.,neutral
 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and cheap!!,neutral
" Well, I do what I can for the X spammers watchin`",neutral
"Dear Mikey Robins: nah, you`ve heard it all before",neutral
TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter,neutral
Doin` the Crocodile Rock,neutral
For   ? http://blip.fm/~5jbp3,neutral
 i know. But.,neutral
"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza",neutral
_cath a couple of years  I knew you had one but I couldn`t find you for awhile..here you are!,neutral
 just showin some love to ya. and i`m really gonna miss Greg Beeman`s directing next season. ya`ll`s commentaries r so funny,neutral
 haha who thought that?,neutral
 Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,neutral
thats my moan for the day,neutral
 I queue for cake standing up and with a slight look of deranged anticipation on my face.,neutral
 Very true.  And well behaved women rarely make history.,neutral
" And with it, I can be online even after I have to log off habbo",neutral
Living my life,neutral
 morning to you too joe,neutral
with ,neutral
" sorry I can`t help it, hopefully it rubs off on you.",neutral
 just say no reeesee cup,neutral
Nuggets game with everyoneeeee except .,neutral
_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  **** twitta,neutral
currently watching American Idol,neutral
" Southridge was moved a week later cause of Swine flu, i think",neutral
sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,neutral
_0 so all done with wow blogging eh?  *huggles*,neutral
Too busy at work today to trash the cubes of vacationing team members,neutral
i dreamt about monsters last night.  like a little girl.,neutral
  lo siento but I dint have enough room =/,neutral
" seems that you,  and I are all ex-baristas!  Commonalities ftw!",neutral
_benson It`s raining where I am. I wish it wasn`t.,neutral
The sun has gone in!,neutral
 **** Frat - that`s too bad...  Should be a good show (at least I`m hoping so) esp. since it`s in BK...,neutral
 awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,neutral
Back to work I go....,neutral
 haha Mon...Do you really want me too send it?,neutral
Up early for class. ((Blahh))-------> Hang Over kiddies,neutral
"sigh, still SEOs are submitting their client sites with part or no contact information on, I really don`t know how to make them read",neutral
" haha. not sure what local is to you, but if i was then you`d have to fight me for it!",neutral
  Now I need to find the Keynote one! At least I know where to go! #ScreenCastsOnline,neutral
wish my nicky were home too,neutral
" if I do that, I`ll have no pc",neutral
 I don`t see why not,neutral
_Von_Abe  I have no idea!! but all white?? weird!! but not bad,neutral
 did not understand anything you said,neutral
" Depends where your drinking, what your drinking, and how many mates you have. Joke fails",neutral
will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,neutral
"In a lazy sunday; just had a very late lunch,and forget to buy PR,we`re on page 16",neutral
 looking forward to the show tonight. Can`t wait for ol mate  to,neutral
 voting has closed,neutral
Fish and chips for din dins,neutral
"* News Flash * MegaRedPacket, Your Instant Internet Empire (Early Bird Launch) check this DEAL out   http://mega-redpacket.com",neutral
"Going for a walk in NÃ¯Â¿Â½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks",neutral
Figuring out how this Twitter thing works,neutral
Going to bed now  *thinks I Twitter WAY too much*,neutral
"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad",neutral
"me, here again!",neutral
 I work at the group home,neutral
i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.,neutral
Maybe going apartment shopping with Ashley?,neutral
" omggg, how were the 'crazy cobras' i wantewd to see them when they were in London",neutral
is currently watching supernatural whilst waiting for skins to come on,neutral
Last song .. then I really have to go  ? http://blip.fm/~5jbvo,neutral
just got on twitter. no friends to add!  none of my friends are in twitter,neutral
"Great day yesterday. Good win for Forest, some celebratory `staying up` drinks, a trip to an unsuccesful bbq and Ã¯Â¿Â½1.50 Stellas in Scream",neutral
"Is going to attempt to cook chunky beef & mushroom pie tonight  mmm, i`m hungry already!",neutral
"Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...",neutral
A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,neutral
"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",neutral
 that`s cold,neutral
back home. man im hungry. getting ready..shopping,neutral
Just got back.,neutral
At Home,neutral
 Ohhhh I don`t know ;) an older mature lady?,neutral
need more songs to download. suggestions? ill take anything,neutral
Dinner with the family. Watching wild child in the car,neutral
Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,neutral
is about to go buy his mother a mother`s day gift,neutral
_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral
11 days till county raly  i had 2 tak 3 from 14 it took me a while,neutral
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I`m definately NOT working this pm,neutral
"eating nothing, drinking water, about to watch a movie, join me?",neutral
Don`t know who U R anymore!!!,neutral
Seems like i`m the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents,neutral
"Catching up on holiday expenses, and two weeks of Gift Grub",neutral
WOOOOO!! Twitterberry is working again!! Good morning everyone,neutral
 so go back for more,neutral
